,ID,Sex,Marital status,Age,Education,Income,Occupation,Settlement size,Cluster
1782,100001782,1,1,26,1,99953,0,0,8
1783,100001783,1,1,23,1,113413,1,0,113
1784,100001784,0,0,26,0,107091,0,0,430
1785,100001785,0,0,26,0,124783,1,0,304
1786,100001786,1,0,49,1,92281,0,0,430
1787,100001787,1,1,26,1,96219,1,0,113
1788,100001788,1,0,35,1,86221,0,0,430
1789,100001789,1,1,24,1,80962,0,0,8
1790,100001790,1,0,46,1,78754,0,0,430
1791,100001791,0,0,26,0,60026,0,0,430
1792,100001792,0,0,47,1,88157,0,0,430
1793,100001793,0,0,27,0,59881,0,0,430
1794,100001794,0,1,41,1,112818,1,0,113
1795,100001795,1,1,29,1,102250,1,0,113
1796,100001796,1,1,28,1,38980,0,0,8
1797,100001797,1,1,33,1,81807,0,0,8
1798,100001798,1,0,50,1,93148,0,0,430
1799,100001799,1,1,32,1,108032,1,0,113
1800,100001800,0,1,31,1,89335,0,0,8
1801,100001801,0,0,52,1,95639,0,0,430
1802,100001802,0,0,53,1,124902,1,0,304
1803,100001803,1,1,34,1,87801,0,0,8
1804,100001804,1,1,22,1,92538,1,0,113
1805,100001805,0,1,33,1,83687,0,0,8
1806,100001806,0,0,32,0,128310,1,0,304
1807,100001807,1,0,45,1,104754,0,0,430
1808,100001808,0,1,25,1,68222,0,0,8
1809,100001809,1,1,41,1,97006,0,0,8
1810,100001810,1,0,36,1,107372,0,0,430
1811,100001811,1,1,27,1,110511,1,0,113
1812,100001812,0,0,40,1,72193,0,0,430
1813,100001813,1,0,37,1,95972,0,0,430
1814,100001814,0,0,35,1,105556,0,0,430
1815,100001815,0,0,34,1,88701,0,0,430
1816,100001816,1,0,28,0,117710,1,0,304
1817,100001817,1,0,44,1,76057,0,0,430
1818,100001818,0,1,27,1,100392,1,0,113
1819,100001819,1,0,50,1,113308,1,0,304
1820,100001820,1,1,18,1,100924,1,0,113
1821,100001821,1,0,25,0,72188,0,0,430
1822,100001822,1,1,40,1,70431,0,0,8
1823,100001823,0,1,28,1,110103,1,0,113
1824,100001824,1,1,23,1,60825,0,0,8
1825,100001825,1,1,35,1,75100,0,0,8
1826,100001826,1,1,28,1,129327,1,0,113
1827,100001827,1,0,23,0,95541,1,0,304
1828,100001828,0,1,34,1,112777,1,0,113
1829,100001829,1,1,29,1,51496,0,0,8
1830,100001830,1,0,35,1,102781,1,0,304
1831,100001831,1,1,32,1,87494,0,0,8
1832,100001832,1,0,46,1,72728,0,0,430
1833,100001833,1,1,27,1,114775,1,0,113
1834,100001834,1,1,25,1,124359,1,0,113
1835,100001835,1,1,27,1,101620,0,0,8
1836,100001836,1,1,24,1,87964,0,0,8
1837,100001837,1,0,33,0,69523,0,0,430
1838,100001838,1,1,24,1,109486,1,0,113
1839,100001839,1,0,28,0,77206,0,0,430
1840,100001840,1,0,35,1,53608,0,0,430
1841,100001841,1,1,30,1,118677,1,0,113
1842,100001842,0,0,43,1,116512,1,0,304
1843,100001843,0,1,21,1,114756,0,0,8
1844,100001844,1,1,24,1,65852,0,0,8
1845,100001845,0,0,34,1,75626,0,0,430
1846,100001846,1,1,26,1,127455,1,0,113
1847,100001847,0,0,37,1,107073,1,0,304
1848,100001848,1,1,32,1,82196,0,0,8
1849,100001849,1,1,33,1,106741,0,0,8
1850,100001850,0,1,28,1,94518,1,0,113
1851,100001851,1,1,30,1,114430,1,0,113
1852,100001852,1,1,26,1,57165,0,0,8
1853,100001853,1,0,25,0,109610,0,0,430
1854,100001854,0,0,33,0,113619,1,0,304
1855,100001855,1,1,30,1,93854,1,0,113
1856,100001856,1,1,26,1,129022,1,0,113
1857,100001857,0,1,23,1,66804,0,0,8
1858,100001858,0,1,25,1,62689,0,0,8
1859,100001859,1,0,40,1,67619,0,0,430
1860,100001860,0,0,46,1,113495,0,0,430
1861,100001861,1,1,43,1,48632,0,0,8
1862,100001862,1,1,22,1,107394,0,0,8
1863,100001863,0,1,39,1,72385,0,0,8
1864,100001864,1,1,27,1,115934,0,0,8
1865,100001865,0,0,40,1,93183,0,0,430
1866,100001866,0,0,24,0,63506,0,0,430
1867,100001867,1,0,52,1,113619,1,0,304
1868,100001868,1,1,30,1,121399,0,0,8
1869,100001869,1,1,34,1,78281,0,0,8
1870,100001870,1,0,38,1,103926,1,0,304
1871,100001871,0,1,39,1,89097,0,0,8
1872,100001872,1,0,29,0,80852,0,0,430
1873,100001873,0,1,25,1,65207,0,0,8
1874,100001874,1,1,35,1,93495,0,0,8
1875,100001875,0,0,53,1,121970,0,0,430
1876,100001876,0,0,26,0,62027,0,0,430
1877,100001877,0,0,33,1,88602,0,0,430
1878,100001878,0,1,29,1,89914,0,0,8
1879,100001879,0,0,39,1,83342,0,0,430
1880,100001880,0,0,29,0,103439,1,0,304
1881,100001881,0,0,26,0,115451,1,0,304
1882,100001882,0,0,24,0,68250,0,0,430
1883,100001883,1,1,21,1,113630,0,0,8
1884,100001884,1,1,26,1,125880,1,0,113
1885,100001885,1,1,20,1,91177,0,0,8
1886,100001886,1,0,35,1,73266,0,0,430
1887,100001887,1,1,24,1,69021,0,0,8
1888,100001888,1,0,40,1,122593,1,0,304
1889,100001889,1,0,44,1,122180,1,0,304
1890,100001890,0,0,29,0,75160,0,0,430
1891,100001891,1,1,39,1,81973,0,0,8
1892,100001892,1,1,35,1,92194,0,0,8
1893,100001893,0,0,42,1,107380,0,0,430
1894,100001894,1,0,32,1,98023,1,0,304
1895,100001895,0,0,48,1,94868,0,0,430
1896,100001896,0,0,26,0,83442,0,0,430
1897,100001897,1,1,26,1,109887,1,0,113
1898,100001898,0,0,42,1,98876,0,0,430
1899,100001899,0,0,48,1,94962,0,0,430
1900,100001900,1,1,42,1,130740,1,0,113
1901,100001901,1,1,27,1,94095,0,0,8
1902,100001902,1,1,37,1,95071,0,0,8
1903,100001903,0,0,33,0,117308,1,0,304
1904,100001904,0,0,33,1,112093,1,0,304
1905,100001905,1,0,37,1,123893,1,0,304
1906,100001906,1,1,31,1,80189,0,0,8
1907,100001907,0,0,39,1,124089,1,0,304
1908,100001908,1,0,40,1,82673,0,0,430
1909,100001909,1,1,28,1,88858,0,0,8
1910,100001910,1,1,26,1,80540,0,0,8
1911,100001911,1,1,24,1,84228,0,0,8
1912,100001912,0,0,40,1,103963,1,0,304
1913,100001913,1,1,29,1,102397,1,0,113
1914,100001914,0,0,43,1,111563,1,0,304
1915,100001915,0,0,23,0,88260,0,0,430
1916,100001916,1,0,34,1,114767,1,0,304
1917,100001917,1,1,42,1,113275,1,0,113
1918,100001918,1,1,33,1,104755,1,0,113
1919,100001919,1,1,32,1,120525,1,0,113
1920,100001920,1,1,26,1,96082,0,0,8
1921,100001921,1,1,23,1,87227,0,0,8
1922,100001922,1,1,26,1,69333,0,0,8
1923,100001923,1,1,27,1,87777,0,0,8
1924,100001924,0,0,24,0,70978,0,0,430
1925,100001925,0,0,27,0,104196,0,0,430
1926,100001926,1,1,26,1,97551,1,0,113
1927,100001927,1,0,42,1,78979,0,0,430
1928,100001928,1,0,37,1,82500,0,0,430
1929,100001929,1,1,26,1,86306,0,0,8
1930,100001930,1,1,24,1,78762,0,0,8
1931,100001931,1,0,39,1,125543,1,0,304
1932,100001932,0,0,26,0,70336,0,0,430
1933,100001933,0,1,35,1,112975,1,0,113
1934,100001934,0,0,38,1,96681,0,0,430
1935,100001935,1,1,24,1,98922,1,0,113
1936,100001936,1,0,26,0,109250,1,0,304
1937,100001937,0,0,25,0,108960,0,0,430
1938,100001938,0,0,40,1,71302,0,0,430
1939,100001939,1,0,48,1,107757,0,0,430
1940,100001940,1,1,22,1,111600,1,0,113
1941,100001941,1,1,25,1,102974,1,0,113
1942,100001942,0,1,24,1,63442,0,0,8
1943,100001943,0,0,39,1,118913,0,0,430
1944,100001944,0,0,39,1,80987,0,0,430
1945,100001945,1,1,21,1,68790,0,0,8
1946,100001946,1,0,27,0,86462,0,0,430
1947,100001947,0,0,40,1,76881,0,0,430
1948,100001948,1,1,37,1,107409,1,0,113
1949,100001949,1,0,42,1,69114,0,0,430
1950,100001950,1,1,31,1,119167,1,0,113
1951,100001951,1,1,31,1,102018,1,0,113
1952,100001952,0,0,30,0,97680,1,0,304
1953,100001953,1,0,23,0,65062,0,0,430
1954,100001954,0,0,33,0,118144,1,0,304
1955,100001955,1,1,37,1,124548,1,0,113
1956,100001956,1,0,29,0,85637,0,0,430
1957,100001957,1,0,31,1,113108,1,0,304
1958,100001958,0,0,39,1,93554,0,0,430
1959,100001959,1,1,33,1,42516,0,0,8
1960,100001960,0,1,26,1,72429,0,0,8
1961,100001961,1,1,27,1,110154,1,0,113
1962,100001962,1,0,20,0,60965,0,0,430
1963,100001963,1,1,27,1,100618,0,0,8
1964,100001964,1,1,26,1,71021,0,0,8
1965,100001965,0,0,40,1,94189,0,0,430
1966,100001966,0,0,24,0,44742,0,0,430
1967,100001967,1,1,22,1,103201,1,0,113
1968,100001968,1,1,24,1,62335,0,0,8
1969,100001969,1,0,27,0,103787,1,0,304
1970,100001970,0,0,35,1,99401,1,0,304
1971,100001971,0,1,27,1,105197,1,0,113
1972,100001972,1,1,25,1,115566,0,0,8
1973,100001973,1,1,34,1,125843,0,0,8
1974,100001974,1,0,24,0,67936,0,0,430
1975,100001975,1,0,34,1,120863,1,0,304
1976,100001976,0,0,42,1,77317,0,0,430
1977,100001977,1,0,38,1,84653,0,0,430
1978,100001978,0,0,42,1,81606,0,0,430
1979,100001979,1,0,35,1,113380,0,0,430
1980,100001980,1,1,27,1,100644,1,0,113
1981,100001981,0,0,25,0,64037,0,0,430
1982,100001982,1,1,23,1,101350,1,0,113
1983,100001983,1,1,34,1,126334,1,0,113
1984,100001984,1,1,28,1,130877,1,0,113
1985,100001985,0,0,21,0,103470,1,0,304
1986,100001986,1,0,32,0,114588,1,0,304
1987,100001987,1,1,21,1,120682,1,0,113
1988,100001988,0,0,25,0,66628,0,0,430
1989,100001989,1,1,35,1,124447,0,0,8
1990,100001990,1,1,25,1,106567,0,0,8
1991,100001991,1,1,31,1,78758,0,0,8
1992,100001992,0,0,54,1,128537,1,0,304
1993,100001993,1,0,51,1,101074,0,0,430
1994,100001994,1,0,38,1,87670,0,0,430
1995,100001995,0,0,45,1,113414,1,0,304
1996,100001996,1,0,47,1,123525,0,0,430
1997,100001997,1,1,27,1,117744,1,0,113
1998,100001998,0,0,31,0,86400,0,0,430
1999,100001999,1,1,24,1,97968,0,0,8
2000,100002000,0,0,25,0,68416,0,0,430
